Marca temporal,¿Cuántos años de experiencia en desarrollo de software tiene?,¿Cuál es su nivel de formación académica?,¿Cuál de las siguientes categorías refleja mejor el tipo de estudios que ha realizado?,¿En qué año nació?,¿En qué departamento vive actualmente?,¿Cuál es su nivel de inglés? Marco de referencia Europeo,¿En cuál de los siguientes lenguajes de programación ocupa la mayor parte de su tiempo laboral?,Su modo de trabajo es,"En promedio, ¿Cuántas horas trabaja por semana en su trabajo principal?",¿Para qué tipo de empresa trabaja?,¿Cuánto tiempo lleva trabajando en su trabajo actual? (en meses),¿Cuál es el tipo de contrato que tiene con la empresa dónde ejerce su trabajo principal?,¿A usted le pagan en pesos colombianos (COP) o dólares americanos (USD) en su trabajo principal? Si le pagan en otra moneda seleccione dólares y convierta a la tasa de cambio del día que realizó la encuesta para las próximas preguntas,¿Cuál es la REMUNERACIÓN BASE ANUAL de su trabajo principal? No incluya otras compensaciones como bonos ni stock. Exprese el valor en la moneda seleccionada anteriormente. Sugerencia: use el ingreso total del año anterior sin incluir stock o bonos por desempeño.,¿Cuál es la REMUNERACIÓN TOTAL de su trabajo principal? Incluya otras compensaciones como bonos y stock. Exprese el valor en la moneda seleccionada anteriormente. Sugerencia: use el ingreso total del año anterior incluyendo stock y bonos por desempeño valorados al precio de venta o al final del año.,¿A usted le pagan en pesos colombianos (COP) o dólares americanos (USD) en su trabajo principal? Si le pagan en otra moneda seleccione dólares y convierta a la tasa de cambio del día que realizó la encuesta para las próximas preguntas,¿Cuál es la REMUNERACIÓN BASE ANUAL de su trabajo principal? No incluya otras compensaciones como bonos ni stock. Exprese el valor en la moneda seleccionada anteriormente. Sugerencia: use el ingreso total del año anterior sin incluir stock o bonos por desempeño.,¿Cuál es la REMUNERACIÓN TOTAL de su trabajo principal? Incluya otras compensaciones como bonos y stock. Exprese el valor en la moneda seleccionada anteriormente. Sugerencia: use el ingreso total del año anterior incluyendo stock y bonos por desempeño valorados al precio de venta o al final del año.
21/5/2025 21:30:25,6,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1990,Antioquia,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Javascript,Remoto,40,Extranjera,2,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),85200,85200,,,
21/5/2025 21:32:50,4,Pregrado,"Ingeniería/Tecnologías no asociadas con el desarrollo de software (Industrial, civil, mecánica, etc)",1992,Cundinamarca - Bogotá,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Ruby,Remoto,40,Colombiana con mercado nacional,48,Laboral,,,,Pesos colombianos (COP),222000000,266000000
21/5/2025 23:42:13,3,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1994,Risaralda,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Java,Remoto,40,Colombiana con mercado nacional,12,Laboral,,,,Pesos colombianos (COP),45600000,48000000
22/5/2025 6:14:28,6,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1990,Cundinamarca - Bogotá,A2 (Es capaz de comprender frases y expresiones de uso frecuente relacionadas con áreas de experiencia que le son especialmente relevantes ),Javascript,Remoto,45,Soy independiente (Freelance),0,Prestación de servicios/Contractor/Independiente,Pesos colombianos (COP),7000000,7000000,,,
22/5/2025 9:16:41,20,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1984,Atlántico,C2 (Es capaz de comprender con facilidad prácticamente todo lo que oye o lee) - Nativo,Python,Remoto,25,Extranjera,48,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),135000,135000,,,
22/5/2025 10:40:15,10,Tecnóloga/o,"Ingeniería/Tecnologías no asociadas con el desarrollo de software (Industrial, civil, mecánica, etc)",1990,Córdoba,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Javascript,Remoto,45,Colombiana con mercado extranjero,48,Laboral,,,,Pesos colombianos (COP),96000000,96000000
22/5/2025 10:47:53,10,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1992,Valle del Cauca,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Javascript,Remoto,8,Soy independiente (Freelance),11,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),107640,107640,,,
22/5/2025 11:29:54,3,Tecnóloga/o,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1989,Antioquia,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",SQL,Presencial,48,Colombiana con mercado extranjero,6,Laboral,,,,Pesos colombianos (COP),27000000,31000000
22/5/2025 11:53:20,10,Posgrado,"Administración, Economía, Negocios internacionales, Mercadeo, o similares",1985,Antioquia,C2 (Es capaz de comprender con facilidad prácticamente todo lo que oye o lee) - Nativo,Ruby,Remoto,45,Colombiana con mercado nacional,110,Laboral,,,,Pesos colombianos (COP),240000000,500000000
22/5/2025 12:15:25,3,Pregrado,"Ciencias sociales (Historia, Sociología, Antropología, Filosofía, Psicología, etc )",1998,Cundinamarca - Bogotá,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Javascript,Remoto,35,Extranjera,1,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),15600,0,,,
22/5/2025 12:38:12,10,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1981,Santander,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Python,Presencial,48,Colombiana con mercado nacional,360,Laboral,,,,Pesos colombianos (COP),64000000,64000000
22/5/2025 15:51:29,7,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1994,Antioquia,A2 (Es capaz de comprender frases y expresiones de uso frecuente relacionadas con áreas de experiencia que le son especialmente relevantes ),Javascript,Híbrido,7.5,Colombiana con mercado extranjero,3,Laboral,,,,Pesos colombianos (COP),10180500,137570000
22/5/2025 15:51:53,3,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,2000,Atlántico,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Go,Híbrido,40,Colombiana con mercado nacional,26,Laboral,,,,Pesos colombianos (COP),103896000,103896000
22/5/2025 20:55:51,0.5,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,2003,Cundinamarca - Bogotá,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Otro lenguaje de programación,Híbrido,35,Extranjera,5,Prestación de servicios/Contractor/Independiente,Pesos colombianos (COP),54000000,54000000,,,
22/5/2025 21:50:46,3,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,2000,Santander,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Typescript,Remoto,40,Colombiana con mercado nacional,36,Laboral,,,,Pesos colombianos (COP),62400000,67200000
23/5/2025 7:29:13,3,Técnica,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1999,Atlántico,A2 (Es capaz de comprender frases y expresiones de uso frecuente relacionadas con áreas de experiencia que le son especialmente relevantes ),Javascript,Remoto,20,Colombiana con mercado extranjero,24,Laboral,,,,Pesos colombianos (COP),7000000,0
23/5/2025 8:01:42,3,Ninguna,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1993,Antioquia,A2 (Es capaz de comprender frases y expresiones de uso frecuente relacionadas con áreas de experiencia que le son especialmente relevantes ),Ruby,Remoto,40,Extranjera,36,Laboral,,,,Dólares americanos (USD),15000,20009
23/5/2025 9:11:24,3,Pregrado,"Ciencias exactas (Matemáticas, Física, Química, etc)",1995,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Python,Híbrido,45,Colombiana con mercado nacional,17,Laboral,,,,Pesos colombianos (COP),7700000,9500000
23/5/2025 10:56:56,4,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,2000,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Javascript,Remoto,40,Colombiana con mercado nacional,27,Laboral,,,,Pesos colombianos (COP),60000000,65000000
23/5/2025 12:37:29,3,Pregrado,"Ingeniería/Tecnologías no asociadas con el desarrollo de software (Industrial, civil, mecánica, etc)",1998,Atlántico,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Python,Remoto,44,Extranjera,8,Laboral,,,,Pesos colombianos (COP),142680000,158480000
23/5/2025 12:39:00,5,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1996,Cundinamarca - Bogotá,C2 (Es capaz de comprender con facilidad prácticamente todo lo que oye o lee) - Nativo,Python,Remoto,40,Extranjera,8,Laboral,,,,Pesos colombianos (COP),216000000,216000000
23/5/2025 15:07:16,13,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1989,Antioquia,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Javascript,Remoto,40,Extranjera,32,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),156000000,156000000,,,
23/5/2025 15:16:50,4,Pregrado,"Ingeniería/Tecnologías no asociadas con el desarrollo de software (Industrial, civil, mecánica, etc)",1998,Cundinamarca - Bogotá,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",SQL,Remoto,35,Extranjera,27,Laboral,,,,Pesos colombianos (COP),145600000,145600000
23/5/2025 15:32:07,14,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1988,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",C#,Remoto,45,Extranjera,4,Laboral,,,,Pesos colombianos (COP),261600000,287600000
23/5/2025 15:39:57,15,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1989,Santander,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Javascript,Remoto,40,Extranjera,10,Laboral,,,,Pesos colombianos (COP),252000000,546782500
23/5/2025 18:19:28,8,Tecnóloga/o,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1997,Quindío,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Typescript,Remoto,40,Colombiana con mercado extranjero,2,Laboral,,,,Pesos colombianos (COP),336000000,336000000
23/5/2025 19:44:43,8,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1993,Cundinamarca - Bogotá,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Go,Remoto,40,Extranjera,18,Laboral,,,,Dólares americanos (USD),100000,100000
24/5/2025 5:35:09,15,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1988,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Python,Remoto,8,Colombiana con mercado extranjero,24,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),3200,3200,,,
24/5/2025 13:36:30,15,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1988,Valle del Cauca,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Typescript,Remoto,35,Extranjera,130,Laboral,,,,Pesos colombianos (COP),257000000,260000000
25/5/2025 15:10:34,8,Técnica,No he realizado ningún estudio formal,1994,Atlántico,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",PHP,Remoto,40,Extranjera,14,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),62400,65000,,,
25/5/2025 19:24:41,2,Pregrado,"Artes creativas (Música, Arte, Diseño, Literatura, etc)",1992,Antioquia,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Javascript,Remoto,36,Extranjera,15,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),24000,24000,,,
25/5/2025 22:03:00,3,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1998,Santander,A1 (Es capaz de comprender y utilizar expresiones cotidianas de uso muy frecuente así como frases sencillas destinadas a satisfacer necesidades de tipo inmediato),Typescript,Remoto,46,Colombiana con mercado nacional,23,Laboral,,,,Pesos colombianos (COP),3332000,4132000
26/5/2025 0:31:00,+3,Técnica,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,2004,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Javascript,Presencial,46,Colombiana con mercado nacional,18,Laboral,,,,Pesos colombianos (COP),25884744,28493806
26/5/2025 5:27:30,3,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1996,Cundinamarca - Bogotá,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Typescript,Presencial,40,Extranjera,36,Laboral,,,,Dólares americanos (USD),70000,70000
26/5/2025 11:23:32,10,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1990,Cundinamarca - Bogotá,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Java,Híbrido,40,Extranjera,14,Laboral,,,,Pesos colombianos (COP),237893760,252000000
26/5/2025 15:45:53,20,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1980,Antioquia,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Java,Remoto,50,Soy independiente (Freelance),20,Prestación de servicios/Contractor/Independiente,Pesos colombianos (COP),240000000,240000000,,,
26/5/2025 17:50:07,4,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1998,Norte de Santander,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Kotlin,Remoto,40,Extranjera,18,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),21600,21600,,,
26/5/2025 19:00:03,8,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1989,Antioquia,A2 (Es capaz de comprender frases y expresiones de uso frecuente relacionadas con áreas de experiencia que le son especialmente relevantes ),PHP,Remoto,45,Colombiana con mercado extranjero,60,Laboral,,,,Pesos colombianos (COP),68640000,74360000
26/5/2025 19:18:25,8,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1988,Antioquia,A2 (Es capaz de comprender frases y expresiones de uso frecuente relacionadas con áreas de experiencia que le son especialmente relevantes ),Kotlin,Híbrido,40,Colombiana con mercado nacional,100,Laboral,,,,Pesos colombianos (COP),51600000,56100000
